,Vmag,Plx,e_Plx,B-V,SpType,Class,Abs_Vmag,L,T,R
2364,9.81,7.09,1.69,0.622,G3V,Dwarf,4.063231175915334,2.0263879077717886,5700.0,1017934326.437643
2365,7.8,0.15,0.9,1.634,M1III,Giant,-6.3195437047215925,28842.7326169334,3400.0,341325351675.5061
2366,9.6,1.74,1.37,1.022,G8/K0III:,Giant,0.8027462414129989,40.830112714364546,5200.0,5490245702.06536
2367,8.51,6.98,3.27,0.391,F3V,Dwarf,2.7292771131158045,6.9235750239232114,7050.0,1229971775.8515112
2368,8.36,0.5,1.19,1.553,M2III,Giant,-3.145149978319907,1549.5892108823064,3300.0,83982459792.69925
2369,8.85,2.74,1.37,0.935,K0III,Giant,1.0387528141019384,32.85287004379887,5000.0,5326658172.301487
2370,6.57,7.89,0.87,1.007,K1III,Giant,1.0553850160471008,32.35341350134141,4850.0,5618039074.64121
2371,7.72,2.41,1.05,1.487,K4III,Giant,-0.3699147871256585,120.2452737814464,4400.0,13159422577.420279
2372,4.53,4.8,0.75,-0.136,B5V SB,Dwarf,-2.0637938131220626,572.3384003403579,17500.0,1814924334.87805
2373,9.08,2.43,0.86,1.391,K2/K3III:,Giant,1.0080313679915616,33.79578179599408,4700.0,6114257308.2079735
2374,7.73,4.76,0.86,1.138,K1III,Giant,1.1180347636024663,30.539293037782926,4850.0,5458259645.572833
2375,6.66,15.06,0.7,0.372,F3/F5IV+...,Dwarf,2.5491248593234097,8.173251096433633,7050.0,1336371992.6066725
2376,8.15,16.84,1.03,0.543,F7V,Dwarf,4.2817104358181535,1.657015578111295,6450.0,718872789.0654645
2377,9.81,1.44,1.0,0.422,F0V,Dwarf,0.6018124604762498,49.131275219551526,7500.0,2895107337.132017
2378,8.51,10.6,1.04,0.623,G3/G5II,Giant,3.636529326323851,3.0020070190792594,5700.0,1238980065.3446167
2379,9.55,10.79,1.44,0.622,G3/G5V,Dwarf,4.715107223414554,1.1116277163589492,5700.0,753942369.9666103
2380,8.7,2.05,1.29,1.091,K0IIICN...,Giant,0.2587693052787703,67.38791731324541,5000.0,7628851952.984419
2381,8.33,5.61,1.4,1.092,K1III,Giant,2.0748143062808087,12.6511025381395,4850.0,3513086871.6088767
2382,5.99,9.79,0.92,1.034,G8III:,Giant,0.9439134590156879,35.85179627848741,5200.0,5144663231.412399
2383,4.37,7.86,0.94,1.631,M3III,Giant,-1.1528872698029602,247.32748556813056,3200.0,35681607612.025955
2384,7.18,5.59,0.87,0.932,G8III,Giant,0.9170590394321145,36.74965066132285,5200.0,5208685058.685337
2385,9.5,35.95,1.22,1.157,K5V,Dwarf,7.278494473594507,0.10484654752248554,4250.0,416492692.04781127
2386,9.6,6.46,2.41,0.5,G2V,Dwarf,3.6511625899754208,2.9618162432451305,5800.0,1188587740.9483104
2387,9.07,17.5,1.23,0.734,G5/G6V,Dwarf,5.285190243431472,0.6575290802490388,5500.0,622788066.0618703
2388,8.83,5.7,1.16,0.479,F3V,Dwarf,2.6093742783624574,7.73203641606508,7050.0,1299801069.2821093
2389,6.88,22.39,0.87,0.448,F7V,Dwarf,3.6302704678951514,3.0193632837455713,6450.0,970390271.7252959
2390,8.43,1.87,1.16,0.952,G8III/IV,Dwarf,-0.2107919673175047,103.85221486513645,5200.0,8756072983.310053
2391,4.27,17.14,0.81,0.952,K0III,Giant,0.44005408793589673,57.0249038521859,5000.0,7017791331.5751
2392,6.07,2.51,0.97,1.661,M1III,Giant,-1.9316313925948094,506.74015754584224,3400.0,45242126056.05359
2393,8.03,4.12,1.07,0.97,G8/K0III,Giant,1.1044860801656728,30.922793384330877,5200.0,4777941747.526365
2394,10.16,4.45,1.71,0.53,F7/F8V,Dwarf,3.4018000549046583,3.7265591659159165,6450.0,1078059571.1265564
2395,6.18,3.25,0.96,1.366,K2III,Giant,-1.260583195105628,273.1195995719062,4700.0,17381565772.290497
2396,8.11,2.3,1.19,0.89,G5/G6III,Giant,-0.08136081991203525,92.18086155010171,5500.0,7374000809.272594
2397,8.6,8.29,0.97,0.435,F3V,Dwarf,3.1927726527513673,4.517759272712854,7050.0,993554025.9714267
2398,6.28,6.59,0.71,0.05,A3V,Dwarf,0.37442707297005207,60.57824066958827,9250.0,2113406511.4214947
2399,7.94,4.68,0.69,1.028,G8III,Giant,1.2912292653706228,26.036210724026375,5200.0,4384200226.310816
2400,9.24,3.75,1.32,0.497,F5V,Dwarf,2.1101563386385944,12.245904516799861,6750.0,1784415829.7364857
2401,8.0,1.84,0.93,1.034,K0III,Giant,-0.6759108849523177,159.39418112107904,5000.0,11732873851.085653
2402,7.61,2.86,0.83,1.285,K1III,Giant,-0.10816983435478456,94.48544113014897,4850.0,9600793944.21161
2403,7.2,2.75,0.81,1.081,K0III,Giant,-0.6033365308486864,149.0875219684312,5000.0,11347202831.350311
2404,9.03,3.65,1.01,1.146,K2III/IVCN.,Dwarf,1.8414643222823717,15.684582075944526,4700.0,4165325434.15179
2405,9.22,8.43,1.11,0.514,F5V,Dwarf,3.8491378731237127,2.4681077176333868,6750.0,801092540.6831812
2406,9.27,8.65,1.23,0.465,F2V,Dwarf,3.9550805373240703,2.238643632528391,7200.0,670556949.3709317
2407,8.25,10.55,0.84,0.415,F5/F6IV/V,Dwarf,3.3662622981685573,3.8505593465270938,6750.0,1000604711.4919053
2408,8.65,7.85,1.11,0.502,F5V,Dwarf,3.1243482837262615,4.811651638710339,6750.0,1118530217.9209769
2409,8.49,62.48,0.82,1.076,K5V,Dwarf,7.46870510434622,0.0879966516373056,4250.0,381560484.82854337
2410,7.57,9.38,0.56,0.507,F8IV/V,Dwarf,2.431014191895324,9.112581540934112,6300.0,1767045747.9696538
2411,5.82,34.19,0.57,0.489,F6V,Dwarf,3.4894955039829725,3.437384539585152,6600.0,988858991.9885458
2412,8.95,6.12,1.33,0.4,F3V,Dwarf,2.8837571107278066,6.005309160512107,7050.0,1145506689.378581
2413,10.02,7.3,1.86,0.634,G2V,Dwarf,4.336614300602278,1.5753025188191108,5800.0,866830482.4847397
2414,9.28,0.97,0.98,1.181,K2III,Giant,-0.7861413286687764,176.42771311771048,4700.0,13969982594.138922
2415,8.55,5.55,1.2,0.449,F0II,Giant,2.2714649156133824,10.555146628529519,7500.0,1341892690.0693123
2416,9.05,0.28,1.09,1.561,M1III,Giant,-3.714209843288902,2617.2891417602027,3400.0,102819667741.75603
2417,6.91,3.11,0.74,1.12,G8II,Giant,-0.6261980548658119,152.26018556592132,5200.0,10602167680.300428
2418,8.72,7.62,1.26,0.797,G5IV/V,Dwarf,3.1297748566980044,4.787661547083257,5500.0,1680523230.1890025
2419,10.89,33.53,5.29,1.47,M1V:,Dwarf,8.517167767144102,0.03350121016600671,3400.0,367858327.61276335
2420,8.7,6.14,1.05,0.362,A9V,Dwarf,2.6408418557058386,7.511146660633424,7750.0,1060126997.3830813
2421,8.24,2.93,1.02,1.044,K0III,Giant,0.5743381017705484,50.39045960171019,5000.0,6596936892.601986
2422,9.73,4.83,1.55,0.616,G3V,Dwarf,3.1497356537575616,4.700442350882725,5700.0,1550343141.8741195
2423,8.99,0.05,1.24,1.177,K0III,Giant,-7.515149978319906,86756.5731359902,5000.0,273728088338.5023
2424,8.81,2.57,1.05,0.45,G8/K0III/IV,Dwarf,0.8596656166564731,38.74464724033446,5200.0,5348196393.207793
2425,9.04,1.77,1.11,0.95,G8III/IV,Dwarf,0.27986633180903375,66.09107401561401,5200.0,6985104310.649182
2426,5.61,4.98,0.81,1.589,K5Iab:,Giant,-0.9038532862014126,196.63186529995772,4250.0,18036707728.868042
2427,8.38,6.8,0.92,0.494,F5IV/V,Dwarf,2.542544563531182,8.222939385641473,6750.0,1462224907.169167
2429,7.18,3.02,0.91,1.31,K0IV,Dwarf,-0.41996528521424814,125.91840025239253,5000.0,10428282042.981821
2430,8.6,15.08,1.1,0.7,G6V,Dwarf,4.492006707668777,1.3652241228655542,5400.0,930942024.3841273
2431,5.84,6.85,0.82,1.576,M2III,Giant,0.018452857462126104,84.08399390428897,3300.0,19563068011.539494
2432,9.68,3.92,1.41,0.314,A9V,Dwarf,2.646430335102286,7.472582878306678,7750.0,1057402039.4924103
2433,7.97,3.61,0.89,0.967,G8III,Giant,0.7575360095282875,42.56626645453883,5200.0,5605757038.191071
2434,8.1,11.96,0.72,0.501,F6V,Dwarf,3.4886558982619604,3.4400438464010703,6600.0,989241429.7134771
2435,9.52,8.41,3.44,0.629,G1V,Dwarf,4.1439799789895595,1.8811415602863069,5900.0,915408402.4005334
2436,9.22,3.83,1.45,0.864,G6IV,Dwarf,2.135993869843114,11.957911889547736,5400.0,2755169571.4018397
2437,6.5,5.33,0.85,-0.108,B6III/IV,Dwarf,0.13363604513286198,75.62019542247126,16000.0,789200062.2959582
2438,8.77,3.36,1.19,1.393,K3III,Giant,1.4016963869492205,23.517370443341,4550.0,5442266005.3718
2439,8.81,9.74,1.26,0.46,F3V,Dwarf,3.75279478439308,2.6971384309289808,7050.0,767682363.0702095
2440,6.23,23.87,0.78,0.398,F5IV,Dwarf,3.119262095033772,4.834246065499553,6750.0,1121153324.488954
2441,6.28,4.06,0.74,1.681,M2.5IIIa,Giant,-0.6773698321140298,159.60851995358124,3300.0,26953075879.203304
2442,7.74,43.16,0.93,0.966,K2V,Dwarf,5.915407180054365,0.36797288343872786,4700.0,637999547.3418663
2443,6.55,6.86,0.71,1.152,K2III,Giant,0.7316205785337591,43.594554162598996,4700.0,6944301733.354313
2444,7.7,1.75,0.93,1.636,M2III,Giant,-1.0848097565685286,232.29509537432878,3300.0,32516239887.71919
2445,7.66,1.49,0.72,1.598,M3III,Giant,-1.4740686579386306,332.4690664764251,3200.0,41369840247.54857
2446,8.94,16.98,1.09,0.711,G5V,Dwarf,5.08968842953967,0.7872624350653895,5500.0,681463444.5091772
2447,8.93,0.58,1.29,0.82,G6/G8IIIw..,Giant,-2.252860032185314,681.2132478597205,5400.0,20795156900.837597
2448,8.88,7.01,1.03,0.569,G0V,Dwarf,3.108590089833294,4.881999876135953,6000.0,1425950860.9840503
2449,6.86,25.74,0.62,0.447,F5V,Dwarf,3.913042712841839,2.327024305035134,6750.0,777859378.9259286
2450,7.87,2.67,1.01,1.549,K4III,Giant,0.0025563068228784402,85.32420774453041,4400.0,11085083216.513275
2451,9.44,1.74,1.35,1.007,K1/K2III,Giant,0.6427462414129987,47.313352317955854,4850.0,6793859504.390367
2452,8.06,3.8,1.2,1.126,K1III,Giant,0.9589179830840511,35.3597198672915,4850.0,5873258408.841323
2453,7.01,6.62,0.55,0.293,A8IV/V,Dwarf,1.1142899471985004,30.64481326631235,8000.0,2009586451.928342
2454,6.45,21.17,0.56,0.386,F2V,Dwarf,3.0786042900970596,5.018716604225184,7200.0,1004013429.7423079
2455,6.35,6.03,0.77,1.179,K1III,Giant,0.2515865607007566,67.83522552053688,4850.0,8134902233.227619
2456,9.95,1.95,3.5,0.428,F3V,Dwarf,1.400173056812589,23.550391009008322,7050.0,2268448925.947225
2457,3.62,11.09,0.82,0.974,G8III,Giant,-1.1553422692541986,247.88738741005707,5200.0,13527847735.81599
2459,7.91,3.03,0.95,0.983,G8/K0III,Giant,0.3172131425115232,63.85624134471412,5200.0,6865990009.385402
2460,9.57,3.2,1.39,0.667,G5/G6V:w,Dwarf,2.09574989159953,12.409484203089315,5500.0,2705575544.8712406
2461,8.97,5.62,1.28,0.508,F5V,Dwarf,2.718681577845306,6.991475252562521,6750.0,1348295376.3005574
2462,9.56,4.72,1.06,0.422,F3V,Dwarf,2.929709993170441,5.756431155506107,7050.0,1121518913.5867903
2463,8.07,1.15,0.97,1.599,M0III,Giant,-1.6265107982319407,382.58777905036777,3500.0,37096901460.92319
2464,9.8,5.93,1.51,0.586,G3V,Dwarf,3.665273466821313,2.9235699057495044,5700.0,1222686757.4649525
2465,8.25,3.27,0.82,1.059,K0III,Giant,0.8227387633014303,40.08511902741977,5000.0,5883825153.904276
2466,7.93,2.81,1.14,1.013,K0III,Giant,0.17353159952539876,72.89181936238172,5000.0,7934280773.279232
2467,5.49,9.78,0.71,0.978,G8/K0III,Giant,0.4416942739380083,56.93881901768525,5200.0,6483443324.3598795
2468,9.15,5.75,1.4,0.537,F5V,Dwarf,2.948339223448153,5.658499178237656,6750.0,1212973356.2441704
2469,7.53,5.49,0.96,1.166,K0III,Giant,1.227861722250461,27.601077677423667,5000.0,4882375633.089729
2470,8.41,16.24,0.7,0.588,G2V,Dwarf,4.462930124525782,1.4022813486046013,5800.0,817842678.585267
2471,9.69,3.11,13.51,0.403,F0/F2V,Dwarf,2.1538019451341874,11.76337032292783,7500.0,1416614022.3457708
2472,7.38,2.56,0.74,1.604,M1III,Giant,-0.5788001734407526,145.75594298732935,3400.0,24264060499.755283
2473,9.1,2.37,0.87,1.419,K3III:,Giant,0.97374173005052,34.88020476973731,4550.0,6627883988.378386
2474,7.5,2.5,0.69,1.703,M1III,Giant,-0.5102999566398125,136.84370995822817,3400.0,23510548662.018017
2475,8.94,4.7,1.22,1.151,K2III,Giant,2.3004892896785876,10.276706449504426,4700.0,3371626341.892694
2476,7.05,3.15,0.72,-0.122,B5V,Dwarf,-0.4584472310519967,130.46160929947126,17500.0,866509736.1520286
2477,7.68,4.07,0.88,1.154,K1III,Giant,0.7279720461261014,43.741303920476874,4850.0,6532366814.5455265
2478,9.27,4.51,1.13,1.046,K0III,Giant,2.540882709389802,8.235535871985238,5000.0,2666945258.124928
2479,5.04,17.54,0.62,0.031,A1V,Dwarf,1.2601479451501074,26.79235667954544,9750.0,1265040429.003285
2480,7.17,3.81,0.97,0.823,G3III,Giant,0.07462487837809739,79.84420862580231,5700.0,6389695722.332704
2481,6.7,7.28,0.87,0.872,K0III,Giant,1.0106568965651856,33.714151528653495,5000.0,5396029148.964409
2482,8.68,2.0,1.01,0.078,A1V,Dwarf,0.18514997831990598,72.11593034870526,9750.0,2075460882.620364
2483,9.33,5.13,1.0,0.539,F6V,Dwarf,2.8805868255590816,6.0228707952369955,6600.0,1308947056.1999288
2484,9.11,10.52,1.23,0.697,G6V,Dwarf,4.220078699088601,1.7538017383483366,5400.0,1055141991.3747703
2485,9.37,6.49,1.73,0.772,G8IV/V,Dwarf,3.431223484001846,3.6269207945203323,5200.0,1636328622.0025659
2486,7.45,10.64,0.9,0.48,F5IV/V,Dwarf,2.5847081397951452,7.909714910694844,6750.0,1434105324.026221
2487,6.28,8.93,0.9,0.932,G8IIICN...,Giant,1.0342572944427335,32.98918693503933,5200.0,4935001592.647181
2488,7.37,5.24,0.74,1.077,K2II-III,Giant,0.9666564349186366,35.10858150921936,4700.0,6231880317.037115
2489,7.78,2.82,1.21,1.371,K3III,Giant,0.031245541596806703,83.09904011154994,4550.0,10230182675.906206
2490,9.05,14.5,0.86,0.589,G0/G1V,Dwarf,4.856840011174874,0.9755813031123216,6000.0,637437210.6477015
2491,9.85,2.67,1.59,0.513,F6V,Dwarf,1.982556306822877,13.773153479235923,6600.0,1979415655.8320103
2492,7.83,4.22,0.91,1.299,K3III,Giant,0.9565622548083699,35.43652712552107,4550.0,6680530664.740481
2493,8.94,1.91,1.2,0.366,F0V,Dwarf,0.3451668362386382,62.233084320889525,7500.0,3258339358.7441974
2495,9.56,13.56,1.04,0.665,G8V,Dwarf,5.221298447655224,0.6973855392775274,5200.0,717526524.5402385
2496,8.08,13.44,0.89,0.461,F5V,Dwarf,3.7219963435890318,2.774745899615414,6750.0,849399971.2909857
2497,8.49,2.12,1.14,0.385,F2/F3IV/V,Dwarf,0.12167930464375765,76.45761142739258,7200.0,3918804055.2618914
2498,5.92,22.33,0.95,0.407,F4V,Dwarf,2.6644436153571895,7.349623207174043,6900.0,1322947269.8005803
2499,7.9,4.39,0.96,-0.03,B9V,Dwarf,1.1123226012106073,30.7003945111384,11500.0,973384611.2316481
2500,8.31,6.85,1.0,0.436,F3V,Dwarf,2.4884528574621267,8.643006377271863,7050.0,1374239290.679167
2501,8.61,1.09,1.14,0.891,G6III,Giant,-1.2028675102968815,258.97954281856016,5400.0,12821929622.455193
2502,7.36,22.16,0.93,0.555,F6IV,Dwarf,4.087848780281961,1.980957052570711,6600.0,750685171.9148725
2503,7.35,2.58,0.97,1.616,K5III,Giant,-0.591901470183851,147.52548376908342,4250.0,15622978752.745655
2504,9.89,3.78,1.08,0.499,F3V,Dwarf,2.7774589991861287,6.623029692695603,7050.0,1202979691.0740464
2505,9.18,13.85,1.37,0.657,G3V,Dwarf,4.887248867002336,0.9486354044394611,5700.0,696479169.1089262
2506,8.88,13.81,1.21,0.568,F7/F8V,Dwarf,4.580968392893157,1.2578172098729554,6450.0,626321781.7329794
2507,9.46,9.37,1.23,0.698,G5V,Dwarf,4.318697954438893,1.6015144357763214,5500.0,971959632.9296217
2508,6.33,5.85,0.72,1.016,K0III,Giant,0.16577933041090276,73.4141627259765,5000.0,7962658585.031691
2509,7.57,5.83,1.0,1.28,K2/K3III,Giant,1.3983427737950702,23.590126583487926,4700.0,5108314158.339709
2510,9.37,2.82,2.33,0.5,F8/G0V,Dwarf,1.6212455415968048,19.211655372556656,6300.0,2565721262.8161125
2511,8.24,1.42,1.15,0.08,B5V,Dwarf,-0.9985582780847171,214.55456305431355,17500.0,1111222327.0293186
2512,7.65,5.43,0.88,1.184,K1/K2III,Giant,1.323999147944237,25.26208437702884,4850.0,4964314554.75626
2513,6.08,11.94,0.74,0.133,A5IV,Dwarf,1.4650216339667512,22.184897064729885,8750.0,1429291402.8228402
2514,8.36,1.08,1.05,1.41,K3III,Giant,-1.4728812225652508,332.105636498935,4550.0,20451421918.890053
2515,7.36,2.14,0.87,1.534,K5III,Giant,-0.9879311332540457,212.46465320262902,4250.0,18748808048.961548
2516,8.52,0.49,1.92,0.22,B0.5III,Giant,-3.029019599857431,1392.394029232913,25000.0,1387104680.9175944
2517,8.57,4.01,1.15,0.89,G8III,Giant,1.5857218631009111,19.850660251170464,5200.0,3828150201.238334
2518,9.64,6.1,1.44,0.432,F2V,Dwarf,3.5666491750538363,3.201585732805071,7200.0,801910229.6033207
2519,9.46,7.63,1.34,0.582,F6V,Dwarf,3.8726226897744027,2.4152924414345116,6600.0,828905781.020991
2520,9.22,1.7,2.25,0.21,B3II,Giant,0.3722446068913712,60.700138996371344,20500.0,430720258.8071604
2521,7.27,2.67,0.95,1.498,K3III,Giant,-0.597443693177123,148.28050125844646,4550.0,13665559200.90368
2522,6.84,7.32,0.91,0.921,G8III-IV,Dwarf,1.1625554052919593,29.31229672998274,5200.0,4651857637.880878
2523,8.95,3.11,1.15,0.989,G8III,Giant,1.4138019451341872,23.25660406403425,5200.0,4143569625.753165
2524,7.45,6.19,0.92,1.125,K1III,Giant,1.4084532451005902,23.37146220199309,4850.0,4774936972.430417
2525,8.8,1.86,0.8,1.172,K2III,Giant,0.14756472108958363,74.6562293813446,4700.0,9087522274.377197
2526,12.38,16.71,5.59,1.339,M0V:,Dwarf,8.49488224946696,0.03419598674049778,3500.0,350719295.2655376
2527,5.78,3.57,0.71,-0.01,B8IIIn,Giant,-1.4566589194390325,327.1801948661059,13000.0,2486651805.4602714
2528,9.11,7.33,1.09,0.461,F5V,Dwarf,3.4355198732056405,3.612596288660017,6750.0,969193177.9993167
2529,8.61,3.02,0.79,1.024,K0III,Giant,1.0100347147857516,33.733477928901735,5000.0,5397575545.26033
2530,10.67,3.68,3.1,0.375,F0V,Dwarf,3.4992390933675885,3.4066733432210703,7500.0,762343844.257624
2531,7.71,4.23,0.88,0.121,A2III,Giant,0.8417018368752132,39.391051661047236,9500.0,1615696394.3384457
2532,7.59,7.39,0.96,0.313,F0IV,Dwarf,1.933222191974128,14.413451850220856,7500.0,1568085187.9933143
2533,8.61,6.53,1.1,0.52,F6/F7V,Dwarf,2.6845659063753686,7.21465823833197,6600.0,1432610694.969984
2534,9.38,2.68,1.17,0.068,A2V,Dwarf,1.520673970143946,21.07634945614736,9500.0,1181839941.4500766
2535,7.93,14.15,1.45,0.775,G8V,Dwarf,3.683782199301545,2.874151299818593,5200.0,1456653660.0108619
2536,5.78,4.0,0.49,1.71,M0/M1III,Giant,-1.2097000433601863,260.6145192260093,3500.0,30617617515.843655
2537,7.83,1.08,0.91,0.592,F0Iab:,Giant,-2.00288122256525,541.1113619452295,7500.0,9607911150.447712
2538,5.88,90.03,0.72,0.85,K0V,Dwarf,5.651936250722574,0.4690394381413707,5000.0,636462543.8566015
2539,6.34,26.14,0.79,0.5,F7V,Dwarf,3.4265279162226268,3.642641161549861,6450.0,1065852098.5403042
2540,8.45,2.74,1.11,1.093,K0III,Giant,0.6387528141019381,47.48770373107469,5000.0,6404109583.423141
2541,8.44,6.18,0.94,0.449,G3V,Dwarf,2.3949423754440797,9.420432939488526,5700.0,2194794677.4020185
2542,7.89,2.37,1.04,1.722,K5III,Giant,-0.23625826994947907,106.3170173537166,4250.0,13262692807.230442
2543,8.1,3.13,1.06,1.107,K0III,Giant,0.5777216877322413,50.233659638202774,5000.0,6586665053.332577
2545,8.18,2.38,1.02,1.508,K5/M0III,Giant,0.06288478528255936,80.71229354070428,4250.0,11555803881.728642
2546,7.93,1.69,0.67,1.614,K4/K5III,Giant,-0.9305664769316326,201.52999766979488,4400.0,17036197863.48692
2547,8.8,13.31,1.1,0.618,G0V,Dwarf,4.420890277373378,1.457645519213117,6000.0,779168952.1258645
2548,9.91,4.45,1.34,0.355,F0V,Dwarf,3.1518000549046583,4.691513059704506,7500.0,894627237.7061598
2549,7.2,14.41,0.91,0.47,F5V,Dwarf,2.9933199040699456,5.428853243982202,6750.0,1188104617.334251
2550,8.49,4.76,1.24,1.132,K1IV,Dwarf,1.8780347636024661,15.165057334596586,4850.0,3846331659.023534
2551,6.85,6.42,0.69,0.937,G8III,Giant,0.8876751403442658,37.75785824613989,5200.0,5279650412.583744
2552,8.04,0.08,1.0,1.51,K4III,Giant,-7.444550065040282,81294.47628741077,4400.0,342163235785.3124
2553,8.89,9.62,1.12,0.734,G3IV,Dwarf,3.8058753601890665,2.5684431925761535,5700.0,1146023305.4090607
2554,8.89,6.9,1.22,0.443,F3V,Dwarf,3.084245453686277,4.992707190359334,7050.0,1044474863.8235835
2555,9.43,0.91,1.3,0.94,G6III,Giant,-0.7747930383945327,174.5931762399422,5400.0,10527719176.62704
2556,5.88,6.98,0.79,1.133,K1III...,Giant,0.09927711311580367,78.05164180314148,4850.0,8726010328.307798
2557,8.49,3.06,1.04,0.999,K0III/IV,Dwarf,0.9186071324079013,36.6972860775073,5000.0,5629698588.786904
2558,8.22,4.29,0.87,0.419,F2IV/V,Dwarf,1.3822864609236234,23.941596751925747,7200.0,2192904614.7492204
2559,7.09,1.72,0.97,1.394,K2III,Giant,-1.7323577654622575,421.76638035818206,4700.0,21599735940.37144
2560,8.24,12.91,1.06,0.491,F6V,Dwarf,3.794631211332101,2.595182147569858,6600.0,859219707.9780935
2561,8.26,1.69,1.27,1.052,G4V:p,Dwarf,-0.6005664769316326,148.70761907920507,5600.0,9034387924.139456
2562,9.97,4.77,2.37,1.7,G8/K0IV/V,Dwarf,3.36259189520057,3.8635990852693944,5200.0,1688875044.801855
2563,7.64,9.35,0.92,0.5,F5IV/V,Dwarf,2.49405805436259,8.598498990817458,6750.0,1495243610.1269536
2564,6.24,4.3,0.91,1.622,M1III,Giant,-0.5926577221020661,147.62828109118004,3400.0,24419407708.645504
2565,9.87,16.93,1.06,0.954,K2III:,Giant,6.013284790544676,0.3362504311751131,4700.0,609879292.1629757
2566,7.67,2.08,0.9,0.997,G8III,Giant,-0.7396833251861921,169.0373560369284,5200.0,11171020191.837963
2567,7.92,55.53,1.08,0.94,K2V,Dwarf,6.642638367362832,0.18832547078775894,4700.0,456422445.42609525
2568,9.14,1.31,1.34,0.927,K0/K1III,Giant,-0.27364352172117634,110.0417831117625,5000.0,9748706138.093014
2569,8.27,8.17,1.95,0.795,G5IV,Dwarf,2.8311102826620775,6.303694177281755,5500.0,1928325601.1340685
2570,9.23,5.9,1.72,1.236,K2III,Giant,3.084260058210722,4.992640029291372,4700.0,2350052637.184698
2571,8.09,3.07,1.1,0.832,G6IV,Dwarf,0.5256918773859329,52.699654067718726,5400.0,5783950147.299491
2572,7.74,26.42,0.61,0.754,G8V,Dwarf,4.849664066392543,0.9820508759198014,5200.0,851468301.9466945
2573,5.47,6.52,0.91,1.275,K1III,Giant,-0.4587620213403998,130.4994417103402,4850.0,11283115352.315027
2574,8.14,2.73,0.9,0.933,K0III,Giant,0.32081323520378113,63.64484660427928,5000.0,7413952374.035798
2575,8.27,8.82,1.08,0.641,G3V,Dwarf,2.9973429256590993,5.4087737359692865,5700.0,1663059832.1880755
2576,9.92,2.35,2.69,0.513,F6IV:,Dwarf,1.7753393113586817,16.669564503225335,6600.0,2177621693.701203
2577,7.93,1.96,0.81,0.95,G8III,Giant,-0.6087196432176203,149.82857426919256,5200.0,10517168080.681276
2578,7.29,2.29,1.61,1.462,K3/K4III,Giant,-0.9108225883005616,197.89816021209253,4550.0,15787241902.069366
2579,6.33,8.26,0.63,0.947,G6/G8III,Giant,0.9149002366019126,36.82279741309034,5400.0,4834805952.693131
